,survival,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,family_size
701,1,1,male,0.5516691927786982,0,0,0.0499857825268668,S,First,man,True,Southampton,yes,True,0
702,0,3,female,-1.0329142467382382,0,1,-0.4312821492709804,C,Third,woman,False,Cherbourg,no,False,1
703,0,3,male,-0.3804387128194999,0,0,-0.7042838472075703,Q,Third,man,True,Queenstown,no,True,0
704,0,3,male,-0.28722792225967964,1,0,-0.6997083997561191,S,Third,man,True,Southampton,no,False,1
705,0,2,male,0.9245123550179772,0,0,0.03829297237315804,S,Second,man,True,Southampton,no,True,0
706,1,2,female,1.4837770983768963,0,0,-0.47009007778808937,S,Second,woman,False,Southampton,yes,True,0
707,1,1,male,1.204144726697437,0,0,0.0499857825268668,S,First,man,True,Southampton,yes,True,0
710,1,1,female,-0.47364950337931966,0,0,0.9942239233811572,C,First,woman,False,Cherbourg,yes,True,0
711,0,1,male,0.057569757996452996,0,0,0.0606618265802529,S,First,man,True,Southampton,no,True,0
712,1,1,male,1.7634094700563556,1,0,1.0957297167085527,S,First,man,True,Southampton,yes,False,1
713,0,3,male,-0.007595550580220341,0,0,-0.633451853594704,S,Third,man,True,Southampton,no,True,0
714,0,2,male,2.1362526322956352,0,0,-0.49042539979453925,S,Second,man,True,Southampton,no,True,0
715,0,3,male,-0.9397034561784184,0,0,-0.7080133452635532,S,Third,man,True,Southampton,no,True,0
717,1,2,female,-0.19401713169985987,0,0,-0.5921020098267887,S,Second,woman,False,Southampton,yes,True,0
718,0,3,male,0.057569757996452996,0,0,-0.3887487897622899,Q,Third,man,True,Queenstown,no,True,0
719,0,3,male,0.3652476116590587,0,0,-0.7029295147619407,S,Third,man,True,Southampton,no,True,0
720,1,2,female,-2.151443733456076,0,1,0.32298748046345666,S,Second,child,False,Southampton,yes,False,1
721,0,3,male,-1.126125037298058,1,0,-0.7322449149664388,S,Third,man,True,Southampton,no,False,1
722,0,2,male,0.45845840221887846,0,0,-0.49042539979453925,S,Second,man,True,Southampton,no,True,0
723,0,2,male,1.949831051175995,0,0,-0.49042539979453925,S,Second,man,True,Southampton,no,True,0
724,1,1,male,-0.19401713169985987,1,0,1.1404674251227425,S,First,man,True,Southampton,yes,False,1
725,0,3,male,-0.8464926656185987,0,0,-0.666834318200492,S,Third,man,True,Southampton,no,True,0
726,1,2,female,0.08561523997959943,3,0,-0.165060247691341,S,Second,woman,False,Southampton,yes,False,3
727,1,3,female,0.057569757996452996,0,0,-0.7044546639124244,Q,Third,woman,False,Queenstown,yes,True,0
728,0,2,male,-0.3804387128194999,1,0,0.03829297237315804,S,Second,man,True,Southampton,no,False,1
729,0,3,female,-0.3804387128194999,1,0,-0.6968289181600057,S,Third,woman,False,Southampton,no,False,1
731,0,3,male,-1.6853897806569769,0,0,-0.25504404756988164,C,Third,child,False,Cherbourg,no,True,0
735,0,3,male,-0.054200945860130224,0,0,-0.3643464033545498,S,Third,man,True,Southampton,no,True,0
736,0,3,female,1.7634094700563556,1,3,0.37890961598119366,S,Third,woman,False,Southampton,no,False,4
740,1,1,male,0.057569757996452996,0,0,0.20097554842475718,S,First,man,True,Southampton,yes,True,0
741,0,1,male,0.644879983338518,1,0,2.1877365084549116,S,First,man,True,Southampton,no,False,1
743,0,3,male,-0.47364950337931966,1,0,-0.3643464033545498,S,Third,man,True,Southampton,no,False,1
744,1,3,male,0.17882603053941917,0,0,-0.6968289181600057,S,Third,man,True,Southampton,yes,True,0
746,0,3,male,-1.219335827857878,1,1,-0.19556323070101575,S,Third,man,True,Southampton,no,False,2
747,1,2,female,0.08561523997959943,0,0,-0.49042539979453925,S,Second,woman,False,Southampton,yes,True,0
748,0,1,male,-0.9397034561784184,1,0,1.1404674251227425,S,First,man,True,Southampton,no,False,1
749,0,3,male,0.17882603053941917,0,0,-0.7039462808622632,Q,Third,man,True,Queenstown,no,True,0
750,1,2,female,-2.3378653145757156,1,1,-0.08371895966554144,S,Second,child,False,Southampton,yes,False,2
751,1,3,male,-2.151443733456076,0,1,-0.5117774879013116,S,Third,child,False,Southampton,yes,False,1
752,0,3,male,0.3652476116590587,0,0,-0.6327726538396886,S,Third,man,True,Southampton,no,True,0
753,0,3,male,-0.5668602939391394,0,0,-0.6980165009651823,S,Third,man,True,Southampton,no,True,0
754,1,2,female,1.7634094700563556,1,2,1.6244480888762496,S,Second,woman,False,Southampton,yes,False,3
756,0,3,male,-0.1008063411400401,0,0,-0.7020835653664724,S,Third,man,True,Southampton,no,True,0
759,1,1,female,0.3652476116590587,0,0,2.4988669351535955,S,First,woman,False,Southampton,yes,True,0
761,0,3,male,1.1109339361376174,0,0,-0.7293654333703254,S,Third,man,True,Southampton,no,True,0
762,1,3,male,-0.8464926656185987,0,0,-0.7251275522641815,C,Third,man,True,Cherbourg,yes,True,0
763,1,1,female,0.644879983338518,1,2,3.861333509585738,S,First,woman,False,Southampton,yes,False,3
764,0,3,male,-1.219335827857878,0,0,-0.7029295147619407,S,Third,man,True,Southampton,no,True,0
765,1,1,female,2.043041841735815,1,0,2.151470495188609,S,First,woman,False,Southampton,yes,False,1
766,0,1,male,0.057569757996452996,0,0,0.5914137309485953,C,First,man,True,Cherbourg,no,True,0
767,0,3,female,0.1322206352595093,0,0,-0.7039462808622632,Q,Third,woman,False,Queenstown,no,True,0
768,0,3,male,0.057569757996452996,1,0,-0.036947719050706686,Q,Third,man,True,Queenstown,no,False,1
769,0,3,male,0.27203682109923893,0,0,-0.679035511404362,S,Third,man,True,Southampton,no,True,0
770,0,3,male,-0.47364950337931966,0,0,-0.6327726538396886,S,Third,man,True,Southampton,no,True,0
771,0,3,male,1.7634094700563556,0,0,-0.6997083997561191,S,Third,man,True,Southampton,no,True,0
774,1,2,female,2.322674213415275,1,3,-0.08371895966554144,S,Second,woman,False,Southampton,yes,False,4
775,0,3,male,-1.0329142467382382,0,0,-0.7039462808622632,S,Third,man,True,Southampton,no,True,0
777,1,3,female,-2.2446545240158957,0,0,-0.5117774879013116,S,Third,child,False,Southampton,yes,True,0
778,0,3,male,0.057569757996452996,0,0,-0.7044546639124244,Q,Third,man,True,Queenstown,no,True,0
780,1,3,female,-1.4989681995373374,0,0,-0.7251275522641815,C,Third,child,False,Cherbourg,yes,True,0
781,1,1,female,-1.126125037298058,1,0,1.2990829367730514,S,First,woman,False,Southampton,yes,False,1
782,0,1,male,-0.007595550580220341,0,0,0.20097554842475718,S,First,man,True,Southampton,no,True,0
783,0,3,male,0.057569757996452996,1,2,-0.06541716985973652,S,Third,man,True,Southampton,no,False,3
784,0,3,male,-0.3804387128194999,0,0,-0.732415731671293,S,Third,man,True,Southampton,no,True,0
785,0,3,male,-0.3804387128194999,0,0,-0.724281602868713,S,Third,man,True,Southampton,no,True,0
786,1,3,female,-1.0329142467382382,0,0,-0.7142847585703423,S,Third,woman,False,Southampton,yes,True,0
787,0,3,male,-1.9650221523364362,4,1,0.16538873491346984,Q,Third,child,False,Queenstown,no,False,5
789,0,1,male,1.5769878889367162,0,0,2.201971233859427,C,First,man,True,Cherbourg,no,True,0
791,0,2,male,-1.219335827857878,0,0,0.03829297237315804,S,Second,man,True,Southampton,no,True,0
793,0,1,male,0.057569757996452996,0,0,0.22927418252893264,C,First,man,True,Cherbourg,no,True,0
794,0,3,male,-0.3804387128194999,0,0,-0.6980165009651823,S,Third,man,True,Southampton,no,True,0
795,0,2,male,0.9245123550179772,0,0,-0.49042539979453925,S,Second,man,True,Southampton,no,True,0
796,1,1,female,1.8566202606161755,0,0,0.035413490777044705,S,First,woman,False,Southampton,yes,True,0
797,1,3,female,0.17882603053941917,0,0,-0.6659883688050239,S,Third,woman,False,Southampton,yes,True,0
798,0,3,male,0.08561523997959943,0,0,-0.7251275522641815,C,Third,man,True,Cherbourg,no,True,0
799,0,3,female,0.08561523997959943,1,1,-0.036947719050706686,S,Third,woman,False,Southampton,no,False,2
801,1,2,female,0.17882603053941917,1,1,0.048460633376382956,S,Second,woman,False,Southampton,yes,False,2
802,1,1,male,-1.6853897806569769,1,2,3.861333509585738,S,First,child,False,Southampton,yes,False,3
804,1,3,male,-0.19401713169985987,0,0,-0.7354660299722606,S,Third,man,True,Southampton,yes,True,0
805,0,3,male,0.17882603053941917,0,0,-0.7029295147619407,S,Third,man,True,Southampton,no,True,0
806,0,1,male,0.9245123550179772,0,0,-1.0191437719622365,S,First,man,True,Southampton,no,True,0
807,0,3,female,-1.0329142467382382,0,0,-0.7029295147619407,S,Third,woman,False,Southampton,no,True,0
809,1,1,female,0.3652476116590587,1,0,1.1404674251227425,S,First,woman,False,Southampton,yes,False,1
810,0,3,male,-0.28722792225967964,0,0,-0.6983540673104894,S,Third,man,True,Southampton,no,True,0
811,0,3,male,0.9245123550179772,0,0,-0.036947719050706686,S,Third,man,True,Southampton,no,True,0
812,0,2,male,0.5516691927786982,0,0,-0.5921020098267887,S,Second,man,True,Southampton,no,True,0
813,0,3,female,-2.151443733456076,4,2,0.2528306195412044,S,Third,child,False,Southampton,no,False,6
814,0,3,male,0.1322206352595093,0,0,-0.6917450876583933,S,Third,man,True,Southampton,no,True,0
816,0,3,female,-0.5668602939391394,0,0,-0.6968289181600057,S,Third,woman,False,Southampton,no,True,0
817,0,2,male,0.17882603053941917,1,1,0.4858408732199097,C,Second,man,True,Cherbourg,no,False,2
818,0,3,male,1.2973555172572568,0,0,-0.756818118079033,S,Third,man,True,Southampton,no,True,0
819,0,3,male,-1.7786005712167967,3,2,0.11556719599766753,S,Third,child,False,Southampton,no,False,5
820,1,1,female,2.1362526322956352,1,1,2.783561443243894,S,First,woman,False,Southampton,yes,False,2
821,1,3,male,-0.19401713169985987,0,0,-0.666834318200492,S,Third,man,True,Southampton,yes,True,0
822,0,1,male,0.8313015644581575,0,0,-1.0191437719622365,S,First,man,True,Southampton,no,True,0
823,1,3,female,-0.19401713169985987,0,1,-0.5117774879013116,S,Third,woman,False,Southampton,yes,False,1
825,0,3,male,0.057569757996452996,0,0,-0.7364827960725829,Q,Third,man,True,Queenstown,no,True,0
826,0,3,male,0.057569757996452996,0,0,1.2785767980617477,S,Third,man,True,Southampton,no,True,0
828,1,3,male,0.057569757996452996,0,0,-0.7039462808622632,Q,Third,man,True,Queenstown,yes,True,0
830,1,3,female,-1.3125466184176977,1,0,-0.4312821492709804,C,Third,child,False,Cherbourg,yes,False,1
833,0,3,male,-0.5668602939391394,0,0,-0.6997083997561191,S,Third,man,True,Southampton,no,True,0
834,0,3,male,-1.0329142467382382,0,0,-0.6815774266551684,S,Third,man,True,Southampton,no,True,0
835,1,1,female,0.9245123550179772,1,1,2.3629578440556878,C,First,woman,False,Cherbourg,yes,False,2
836,0,3,male,-0.753281875058779,0,0,-0.666834318200492,S,Third,man,True,Southampton,no,True,0
839,1,1,male,0.057569757996452996,0,0,0.18877435522088723,C,First,man,True,Cherbourg,yes,True,0
840,0,3,male,-0.8464926656185987,0,0,-0.6968289181600057,S,Third,man,True,Southampton,no,True,0
841,0,2,male,-1.219335827857878,0,0,-0.5921020098267887,S,Second,man,True,Southampton,no,True,0
842,1,1,female,0.08561523997959943,0,0,0.2416461924376568,C,First,woman,False,Cherbourg,yes,True,0
843,0,3,male,0.5050637974987884,0,0,-0.7573265011291941,C,Third,man,True,Cherbourg,no,True,0
845,0,3,male,1.204144726697437,0,0,-0.7120804096648431,S,Third,man,True,Southampton,no,True,0
847,0,3,male,0.5516691927786982,0,0,-0.6980165009651823,C,Third,man,True,Cherbourg,no,True,0
848,0,2,male,-0.1008063411400401,0,1,0.32298748046345666,S,Second,man,True,Southampton,no,False,1
849,1,1,female,0.057569757996452996,1,0,2.6047814262919897,C,First,woman,False,Cherbourg,yes,False,1
850,0,3,male,-2.3378653145757156,4,2,0.2528306195412044,S,Third,child,False,Southampton,no,False,6
852,0,3,female,-1.8718113617766163,1,1,-0.399087267470369,C,Third,child,False,Cherbourg,no,False,2
853,1,1,female,-1.219335827857878,0,1,0.583279602146015,S,First,woman,False,Southampton,yes,False,1
854,0,2,female,1.3905663078170767,1,0,0.03829297237315804,S,Second,woman,False,Southampton,no,False,1
855,1,3,female,-1.0329142467382382,0,1,-0.6388732504416236,S,Third,woman,False,Southampton,yes,False,1
857,1,1,male,2.043041841735815,0,0,0.0606618265802529,S,First,man,True,Southampton,yes,True,0
858,1,3,female,-0.47364950337931966,0,3,-0.23589630836860853,C,Third,woman,False,Cherbourg,yes,False,3
860,0,3,male,1.1109339361376174,2,0,-0.4453501250350424,S,Third,man,True,Southampton,no,False,2
861,0,2,male,-0.753281875058779,1,0,-0.551431365813889,S,Second,man,True,Southampton,no,False,1
862,1,1,female,1.7634094700563556,0,0,0.035413490777044705,S,First,woman,False,Southampton,yes,True,0
864,0,2,male,-0.47364950337931966,0,0,-0.49042539979453925,S,Second,man,True,Southampton,no,True,0
865,1,2,female,1.204144726697437,0,0,-0.49042539979453925,S,Second,woman,False,Southampton,yes,True,0
866,1,2,female,-0.19401713169985987,1,0,-0.4555177860382674,C,Second,woman,False,Cherbourg,yes,False,1
867,0,1,male,0.17882603053941917,0,0,1.0345529339843487,S,First,man,True,Southampton,no,True,0
868,0,3,male,0.057569757996452996,0,0,-0.6327726538396886,S,Third,man,True,Southampton,no,True,0
869,1,3,male,-2.3378653145757156,1,1,-0.5663452909734193,S,Third,child,False,Southampton,yes,False,2
871,1,1,female,1.670198679496536,1,1,1.1182693876205017,S,First,woman,False,Southampton,yes,False,2
872,0,1,male,0.3652476116590587,0,0,-0.8157905518977376,S,First,man,True,Southampton,no,True,0
873,0,3,male,1.670198679496536,0,0,-0.6531079758461383,S,Third,man,True,Southampton,no,True,0
874,1,2,female,-0.1008063411400401,1,0,-0.04304831565264152,C,Second,woman,False,Cherbourg,yes,False,1
875,1,3,female,-1.3125466184176977,0,0,-0.7252983689690355,C,Third,child,False,Cherbourg,yes,True,0
876,0,3,male,-0.8464926656185987,0,0,-0.6187087451400278,S,Third,man,True,Southampton,no,True,0
880,1,2,female,-0.3804387128194999,0,1,0.03829297237315804,S,Second,woman,False,Southampton,yes,False,1
881,0,3,male,0.3652476116590587,0,0,-0.6980165009651823,S,Third,man,True,Southampton,no,True,0
882,0,3,female,-0.6600710844989592,0,0,-0.5914228100717733,S,Third,woman,False,Southampton,no,True,0
883,0,2,male,-0.1008063411400401,0,0,-0.5921020098267887,S,Second,man,True,Southampton,no,True,0
885,0,3,female,0.9245123550179772,0,5,0.16538873491346984,Q,Third,woman,False,Queenstown,no,False,5
887,1,1,female,-0.9397034561784184,0,0,0.20097554842475718,S,First,woman,False,Southampton,yes,True,0
888,0,3,female,0.057569757996452996,1,2,-0.06541716985973652,S,Third,woman,False,Southampton,no,False,3
889,1,1,male,-0.28722792225967964,0,0,0.20097554842475718,C,First,man,True,Cherbourg,yes,True,0
890,0,3,male,0.27203682109923893,0,0,-0.7039462808622632,Q,Third,man,True,Queenstown,no,True,0
